CASE,REF,DV01_01,DV01_02,DV01_03,DV01_04,DV01_05,DV01_06,DV01_07,DV01_08,DV01_09,DV01_10,DV01_11,DV01_12,DV01_13,DV01_14,DV02_01,DV02_02,DV02_03,DV02_04,DV02_05,DV02_06,DV03_01,DV04_01,DV04_02,DV04_03,DV04_04,DV04_05,DV04_06,DV04_07,DV04_08,DV04_09,DV04_10,DV04_11,DV04_12,MV01_01,MV01_02,MV01_03,MV01_04,MV01_05,MV01_06,MV01_07,MV01_08,MV01_09,MV01_10,MV01_11,MV01_12,MV01_13,MV01_14,occupational_status,academic_discipline,IV01_CP,condition,CV01_01,CV01_02,CV01_03,CV01_04,CV01_05,CV01_06,CV01_07,CV01_08,CV01_09,CV01_10,CV02_01,CV02_02,CV02_03,CV02_04,CV02_05,PES_exp,CV03_01,CV03_02,CV03_03,CV03_04,CV03_05,CV03_06,CV03_07,CV03_08,CV03_09,CV03_10,CV03_11,CV03_12,CV03_13,CV03_14,CV03_15,CV04,CV04_01,CV04_02,CV04_03,CV04_04,CV05,veganism,TIME001,TIME002,TIME003,TIME004,TIME005,TIME006,TIME007,TIME008,TIME009,TIME010,TIME011,TIME012,TIME013,TIME014,TIME015,TIME,longstring,expertise,integritybenevolence,METI,credibility,eval,att,neutr,PES_freq
840,id,5,6,6,6,6,6,4,4,5,6,5,6,6,6,5,4,5,4,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,5,6,university student,humanities,202,affected,6,3,6,6,4,6,6,4,6,6,4,2,2,4,3,5,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,not vegan,19,6,5,98,19,NA,28,52,264,37,8,67,9,71,11,587,12,5.833333333333333,5.25,5.5,4.714285714285714,2,5.928571428571429,5.25,3
842,id,4,5,5,5,4,5,5,5,3,4,5,5,4,4,4,3,3,4,5,4,4,2,2,4,3,4,4,4,3,3,2,3,3,6,6,6,6,6,4,6,6,5,6,6,4,5,5,university student,humanities,203,affected,5,5,5,5,5,5,5,3,5,5,4,4,4,4,4,9,2,2,1,1,2,2,2,2,1,2,2,1,1,1,2,2,2,2,1,1,1,not vegan,43,10,32,134,32,NA,56,67,109,85,17,208,17,124,17,757,5,4.666666666666667,4.375,4.5,3.857142857142857,3.0833333333333335,5.5,5,4
851,id,3,3,5,3,3,4,4,4,3,4,3,3,4,3,4,2,3,3,3,3,3,3,5,5,4,5,2,4,4,4,3,4,5,4,3,1,6,3,1,2,3,4,4,2,4,4,6,working_with_degree,life_sciences,205,affected,5,5,5,4,3,5,6,3,5,5,5,3,4,4,4,13,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,1,1,not vegan,14,4,8,42,20,23,53,37,59,51,9,102,13,87,11,417,8,3.5,3.5,3.5,3,4,3.357142857142857,4.75,4
853,id,4,4,5,5,3,5,5,5,4,5,3,3,5,4,5,5,5,5,6,5,4,5,3,3,1,2,2,5,1,2,1,2,4,6,6,6,6,5,6,5,6,6,5,6,5,6,6,university student,humanities,206,not affected,5,4,4,5,3,4,2,4,5,3,3,3,3,3,2,5,1,2,2,1,1,2,1,2,1,1,1,1,2,1,1,2,2,2,1,1,2,not vegan,6,5,17,48,16,NA,74,141,119,44,10,216,13,150,6,698,5,4.333333333333333,4.25,4.285714285714286,5,2.5833333333333335,5.714285714285714,4.5,2.8
858,id,5,5,4,5,4,4,5,5,5,4,6,6,5,5,5,4,5,6,6,5,5,2,2,3,2,2,3,1,3,1,1,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,university student,life_sciences,207,affected,5,4,4,5,3,5,6,5,5,4,5,1,4,5,4,4,1,2,1,1,1,1,1,2,1,2,2,1,1,1,1,2,2,2,1,1,1,vegan,23,9,4,60,24,NA,50,47,58,85,24,53,12,120,13,417,14,4.5,5.125,4.857142857142857,5.142857142857143,2,6,4.5,3.8
860,id,5,6,5,5,4,5,5,3,3,3,4,4,4,3,2,2,2,1,1,2,2,4,5,4,4,5,5,6,5,4,5,4,4,2,2,2,4,5,5,1,2,2,2,2,1,1,1,working_with_degree,engineering_sciences,208,affected,5,5,4,4,5,5,6,3,5,5,4,2,4,4,3,8,2,1,2,1,2,1,1,1,2,1,2,2,2,2,1,2,2,2,1,1,1,not vegan,15,6,21,52,22,NA,54,65,79,105,11,19,22,137,28,450,4,5,3.625,4.214285714285714,1.7142857142857142,4.583333333333333,2.2857142857142856,4.5,3.4
862,id,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,2,5,4,5,2,2,6,4,5,4,2,4,3,3,5,4,3,3,4,2,2,3,3,5,1,5,5,1,1,1,university student,natural_sciences,209,affected,4,4,4,4,4,6,5,3,5,3,3,2,4,4,4,10,2,2,2,2,2,1,1,1,2,2,2,1,2,2,1,2,2,2,1,1,1,not vegan,3,6,3,40,24,NA,23,76,92,115,11,173,13,158,15,570,14,6,6,6,4,3.6666666666666665,2.7857142857142856,4,3.4
864,id,6,5,6,4,4,6,5,5,5,5,6,6,6,6,5,5,6,1,5,6,4,2,3,3,2,2,4,5,2,3,2,2,3,6,5,6,2,2,5,6,6,4,5,5,6,6,6,university student,humanities,210,affected,4,4,4,4,3,6,6,3,5,3,4,2,3,3,3,4,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,not vegan,40,55,34,62,44,NA,100,48,89,80,11,188,11,165,30,667,9,5.166666666666667,5.5,5.357142857142857,4.571428571428571,2.75,5,4,3
866,id,4,5,5,5,5,5,5,4,4,4,4,5,6,5,5,4,4,4,4,3,4,1,1,4,1,4,4,1,3,2,1,2,2,5,4,5,5,3,3,4,5,3,5,5,3,4,6,university student,social_sciences,211,affected,4,5,5,5,4,6,5,6,4,5,3,3,3,3,4,10,1,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,1,not vegan,55,6,10,52,33,NA,45,40,160,61,111,51,16,100,19,579,6,4.833333333333333,4.625,4.714285714285714,4,2.1666666666666665,4.285714285714286,4.75,3.2
867,id,5,5,4,5,5,3,4,5,5,5,4,4,5,4,5,4,4,5,4,5,4,2,3,3,3,4,4,3,2,3,2,4,3,5,5,6,6,5,5,5,6,5,5,5,5,6,6,university student,engineering_sciences,211,not affected,5,4,5,5,4,5,6,5,5,5,4,2,4,4,4,10,2,2,2,1,2,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,not vegan,21,3,40,45,16,NA,25,46,48,46,8,54,11,81,12,339,4,4.5,4.5,4.5,4.428571428571429,3,5.357142857142857,4.75,3.6
871,id,5,4,5,4,2,5,5,3,6,5,5,6,4,3,3,1,5,5,4,5,5,5,3,5,3,5,3,4,4,5,5,6,5,4,2,5,6,2,2,6,5,2,3,4,1,1,1,university student,humanities,212,not affected,4,3,3,3,3,5,6,3,6,5,3,1,3,4,3,6,2,2,1,1,2,1,1,1,1,2,2,1,1,1,2,2,2,2,1,1,2,not vegan,2,11,20,46,18,NA,43,35,45,54,7,60,9,93,21,337,4,4.166666666666667,4.625,4.428571428571429,4,4.416666666666667,3.142857142857143,3.25,2.8
875,id,5,5,5,5,4,5,5,5,5,5,4,4,5,4,4,4,5,5,5,4,5,2,2,3,3,4,2,3,2,3,2,2,2,6,6,6,6,6,6,6,6,5,4,6,4,6,6,university student,humanities,213,not affected,5,5,4,5,3,5,3,3,6,3,2,3,2,3,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,2,not vegan,4,3,23,70,35,NA,51,62,70,59,16,177,11,137,17,574,8,4.833333333333333,4.625,4.714285714285714,4.571428571428571,2.5,5.642857142857143,4.75,2.4
877,id,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,3,6,5,5,2,1,3,2,5,2,1,3,1,1,1,4,2,2,4,3,4,2,6,6,2,2,3,1,4,1,university student,social_sciences,214,not affected,6,5,4,6,4,5,6,2,6,5,4,3,4,4,4,11,1,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,1,2,not vegan,7,6,10,36,21,NA,27,29,42,42,9,57,13,72,17,286,15,6,6,6,5.142857142857143,2.1666666666666665,3,5.25,3.8
879,vpp,5,5,5,5,4,5,4,4,5,4,3,4,4,2,4,3,4,3,3,3,3,3,3,3,3,5,3,4,4,4,2,3,3,4,3,3,2,4,4,3,4,3,3,4,3,3,3,not_working_with_degree,social_sciences,214,affected,4,4,4,3,4,5,5,5,5,5,4,4,4,3,4,4,2,1,2,1,2,1,1,1,1,2,1,1,1,1,1,2,2,2,1,1,1,not vegan,11,16,32,110,36,NA,94,139,136,117,24,123,23,264,32,834,8,4.833333333333333,3.75,4.214285714285714,3.2857142857142856,3.3333333333333335,3.2857142857142856,3.75,3.8
881,id,4,5,5,4,5,4,5,5,4,5,5,5,6,5,4,5,5,5,4,4,5,2,2,3,1,3,2,4,2,3,1,2,2,6,6,6,6,6,3,5,6,6,6,6,6,6,6,university student,engineering_sciences,215,affected,4,5,3,4,4,5,5,4,5,5,3,3,3,4,4,10,2,2,2,2,1,2,1,1,2,2,1,2,2,1,2,2,2,2,1,1,1,not vegan,13,7,13,40,23,NA,43,44,75,59,11,87,12,108,39,407,7,4.5,5,4.785714285714286,4.571428571428571,2.25,5.714285714285714,4,3.4
884,id,5,4,6,5,5,5,4,4,4,5,4,5,4,5,4,2,5,2,4,4,4,3,2,5,4,5,3,4,4,3,2,3,3,5,5,4,6,4,3,5,6,4,4,5,4,5,4,working_with_degree,life_sciences,215,not affected,4,4,4,4,4,5,6,3,5,4,3,2,2,4,3,13,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,1,2,not vegan,31,4,15,65,26,NA,34,43,52,61,5,42,11,110,20,354,9,5,4.375,4.642857142857143,3.5714285714285716,3.4166666666666665,4.571428571428571,4,2.8
888,id,4,4,4,4,2,3,5,5,4,5,5,4,6,5,4,3,4,4,4,3,4,5,3,5,4,5,3,2,3,2,2,3,3,5,4,5,5,5,5,4,6,5,5,5,5,5,6,university student,social_sciences,216,affected,4,2,3,3,3,5,5,3,5,4,5,5,2,5,4,7,1,2,2,1,2,2,1,2,1,1,1,1,2,2,1,2,2,2,1,1,1,not vegan,36,6,25,50,22,NA,60,55,64,64,10,70,9,95,29,429,5,3.5,4.875,4.285714285714286,3.7142857142857144,3.3333333333333335,5,3,4.2
892,id,5,5,5,5,5,5,4,5,5,5,6,5,5,5,6,5,5,4,4,5,5,4,2,3,2,2,2,3,3,2,2,2,3,5,5,5,5,5,3,4,5,5,5,5,3,3,5,university student,social_sciences,217,affected,5,5,5,5,5,5,5,4,5,5,3,2,3,3,2,4,1,2,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,not vegan,1495,6,72,135,94,43,63,72,88,83,21,51,17,139,35,739,8,5,5,5,4.857142857142857,2.5,4.5,5,2.6
893,id,6,6,6,5,5,6,5,5,5,5,4,5,5,4,5,5,6,5,5,4,6,1,1,2,2,3,3,3,4,2,1,3,3,6,6,6,6,6,4,5,6,6,4,6,2,6,5,university student,social_sciences,218,not affected,6,6,6,6,3,6,6,3,6,4,3,3,4,3,4,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,not vegan,34,9,29,59,23,NA,63,50,74,69,10,55,16,148,61,448,9,5.666666666666667,4.75,5.142857142857143,5.142857142857143,2.3333333333333335,5.285714285714286,6,3.4
895,id,3,4,3,3,3,3,4,4,4,4,4,4,4,4,3,2,3,1,2,2,3,3,6,4,4,3,3,2,2,3,2,2,2,1,1,1,5,1,1,1,1,2,2,2,1,1,1,university student,humanities,218,affected,4,3,2,4,3,6,6,3,5,5,3,1,2,1,4,7,1,1,1,2,1,2,1,2,1,2,2,2,1,1,2,2,2,2,1,1,1,not vegan,17,7,22,49,18,NA,32,40,58,56,11,57,13,100,32,356,8,3.1666666666666665,4,3.642857142857143,2.2857142857142856,3,1.5,3.25,2.2
896,vpp,4,4,4,4,3,4,4,5,5,5,4,4,4,4,4,3,4,2,2,6,4,1,3,1,1,3,4,5,3,4,3,4,4,4,4,4,6,3,3,6,3,4,4,3,3,6,6,working_with_degree,other,219,not affected,5,5,4,4,3,5,5,3,5,3,3,3,3,3,3,4,1,1,2,1,2,2,1,1,1,2,1,1,1,1,1,2,2,2,1,1,2,not vegan,5,7,36,77,38,NA,75,85,88,91,17,51,16,109,17,574,6,3.8333333333333335,4.375,4.142857142857143,3.5714285714285716,3,4.214285714285714,4.5,3
916,vpp,5,5,5,5,5,5,5,6,4,5,6,6,6,5,5,4,5,3,2,5,5,2,4,2,2,2,3,2,2,2,2,2,2,5,5,5,5,5,4,5,5,5,5,5,5,5,5,working_with_degree,social_sciences,225,affected,5,5,5,5,2,5,5,2,5,4,4,2,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,not vegan,4,5,21,43,43,12,51,62,72,57,19,51,31,138,33,462,12,5,5.375,5.214285714285714,4.142857142857143,2.25,4.928571428571429,5,3.4
921,id,4,5,5,4,4,5,5,4,4,5,4,5,5,4,3,3,5,3,3,3,4,2,3,2,2,5,4,5,5,5,5,3,3,5,5,4,5,4,3,3,3,4,3,4,3,4,4,working_with_degree,natural_sciences,225,not affected,4,4,4,4,4,4,5,3,4,5,3,3,3,3,3,11,2,2,2,2,2,2,1,2,1,2,2,2,1,1,2,2,2,2,1,1,2,not vegan,19,5,23,65,25,NA,35,33,46,47,7,66,19,92,23,366,6,4.5,4.5,4.5,3.4285714285714284,3.6666666666666665,3.857142857142857,4,3
938,zp,6,5,5,5,5,5,4,5,6,6,5,4,5,6,5,4,5,5,4,6,5,2,1,3,4,5,3,4,6,4,4,2,2,6,6,6,5,5,5,4,6,4,4,5,3,5,4,not_working_without_degree,NA,226,not affected,4,2,3,3,4,5,6,5,6,5,2,3,3,2,4,4,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,not vegan,14,6,22,112,30,NA,67,63,104,87,15,35,16,116,40,551,7,5.166666666666667,5.125,5.142857142857143,4.857142857142857,3.3333333333333335,4.857142857142857,3,2.8
962,vpp,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,5,3,4,3,4,3,2,2,4,3,3,3,1,2,2,6,5,5,6,5,2,6,6,5,5,5,5,5,5,working_with_degree,social_sciences,228,not affected,5,4,3,4,4,4,4,3,5,4,3,3,4,4,3,3,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,2,not vegan,1108,6,29,60,44,NA,56,91,94,75,12,445,21,328,49,927,15,4,4,4,3.7142857142857144,2.6666666666666665,5.071428571428571,4,3.4
966,zp,4,4,3,4,4,4,4,4,3,4,4,4,4,4,2,2,2,1,1,1,2,4,4,6,6,2,5,5,5,5,5,5,3,3,4,1,3,5,2,1,2,3,1,3,1,1,1,university student,social_sciences,228,affected,1,1,2,1,4,3,4,5,3,1,4,3,3,4,4,11,1,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,1,1,not vegan,38,43,17,44,82,12,46,72,69,108,13,37,42,134,38,542,6,3.8333333333333335,3.875,3.857142857142857,1.5714285714285714,4.583333333333333,2.2142857142857144,1.25,3.6
970,id,5,5,4,4,3,2,4,5,5,3,6,6,5,6,3,3,3,4,6,3,5,1,1,4,4,6,3,3,4,4,1,2,2,6,5,5,6,6,3,5,5,5,4,4,4,5,6,university student,natural_sciences,229,affected,5,5,5,5,4,5,6,2,6,5,3,4,3,3,4,7,1,2,2,1,2,2,1,2,1,2,2,1,1,1,1,2,2,2,1,1,1,not vegan,15,8,43,83,26,NA,52,41,61,84,17,147,25,123,95,579,4,3.8333333333333335,5,4.5,3.857142857142857,2.9166666666666665,4.928571428571429,5,3.4
980,zp,4,6,6,3,3,5,4,5,4,4,5,4,4,4,3,2,3,3,3,3,4,2,5,4,4,4,4,5,3,5,2,4,3,6,6,5,6,6,2,5,4,6,5,2,6,6,6,university student,social_sciences,230,not affected,5,4,4,4,5,6,5,2,6,5,2,1,4,4,4,5,1,2,1,2,1,1,1,1,1,2,2,1,1,1,2,2,2,2,1,1,2,vegan,30,5,37,103,25,NA,40,39,67,53,10,121,14,190,26,509,5,4.5,4.25,4.357142857142857,3,3.75,5.071428571428571,4.25,3
981,vpp,5,5,5,4,4,6,4,4,4,4,4,6,4,4,3,2,3,4,6,3,4,2,3,4,3,3,4,1,5,1,1,1,3,6,5,6,6,6,5,6,6,6,5,5,2,6,6,working_without_degree,NA,230,affected,5,5,5,5,2,5,5,3,5,5,4,4,5,4,3,3,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,not vegan,1890,5,36,51,20,NA,63,66,66,58,11,170,16,86,29,557,9,4.833333333333333,4.25,4.5,3.5714285714285716,2.5833333333333335,5.428571428571429,5,4
982,vpp,5,6,6,6,6,5,6,6,4,6,6,5,4,4,6,4,6,2,4,5,6,2,2,4,1,5,2,4,4,3,2,1,1,4,2,3,2,2,2,4,5,2,4,4,2,3,5,working_with_degree,engineering_sciences,231,not affected,4,4,4,4,5,6,6,3,5,4,4,2,3,3,3,3,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,2,1,1,2,not vegan,33,8,11,23,32,11,52,50,67,80,11,31,13,130,14,381,5,5.666666666666667,5.125,5.357142857142857,4.714285714285714,2.5833333333333335,3.142857142857143,4,3
984,id,5,5,6,5,4,6,4,6,4,3,6,5,5,4,5,3,4,4,5,5,5,1,2,5,4,4,2,3,1,2,1,3,2,6,6,6,6,6,5,6,6,6,6,6,5,6,2,university student,natural_sciences,231,affected,4,4,6,5,4,6,6,3,6,4,4,5,3,5,5,9,1,1,2,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,1,1,1,not vegan,24,9,15,51,20,NA,46,65,76,52,12,92,20,108,36,449,5,5.166666666666667,4.625,4.857142857142857,4.428571428571429,2.5,5.571428571428571,4.75,4.4
987,id,5,5,6,6,6,6,5,5,5,5,5,5,6,5,5,6,5,6,6,6,5,1,2,3,1,2,2,2,2,1,1,1,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,working_with_degree,engineering_sciences,232,not affected,6,4,5,5,4,5,6,4,6,6,4,4,3,4,3,6,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,2,2,2,1,1,2,vegan,17,16,36,75,38,NA,60,65,59,70,9,30,17,127,16,459,14,5.666666666666667,5.125,5.357142857142857,5.571428571428571,1.6666666666666667,6,5,3.6
999,fb,5,5,5,5,5,5,5,5,5,6,5,6,6,5,5,3,5,4,3,3,3,3,2,5,3,3,3,4,4,3,4,4,2,5,4,5,6,6,5,4,5,6,4,4,5,2,5,university student,social_sciences,232,affected,5,5,5,5,4,6,6,4,6,4,4,3,3,4,4,9,2,2,2,2,2,2,1,1,1,2,2,1,2,1,1,2,2,2,1,1,1,not vegan,17,7,21,51,24,NA,122,92,193,91,14,294,44,186,91,946,9,5,5.375,5.214285714285714,3.7142857142857144,3.3333333333333335,4.714285714285714,5,3.6
1001,fb,5,5,5,4,4,4,5,5,5,4,5,5,4,4,5,5,4,3,4,5,4,2,3,3,3,4,3,4,2,3,2,2,1,6,6,5,6,3,2,4,5,6,4,4,5,5,6,working_with_degree,social_sciences,233,affected,4,4,4,4,3,5,5,4,5,5,3,2,2,2,2,5,1,1,2,1,1,2,1,1,2,2,2,1,1,1,1,2,2,2,1,1,1,not vegan,25,11,29,48,35,NA,77,61,83,71,14,80,12,121,9,510,4,4.5,4.625,4.571428571428571,4.285714285714286,2.6666666666666665,4.785714285714286,4,2.2
1007,fb,6,5,6,5,5,6,6,6,4,6,4,4,5,5,4,2,6,4,3,3,3,1,3,3,2,4,4,5,3,4,3,3,1,6,3,2,6,3,3,3,4,4,3,5,1,1,5,working_without_degree,NA,233,not affected,5,5,3,4,5,5,6,3,5,5,5,2,3,4,5,11,1,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,1,2,not vegan,29,10,28,71,48,NA,46,71,77,89,15,46,23,103,10,514,5,5.5,5,5.214285714285714,3.5714285714285716,3,3.5,4.25,3.8
1013,vpp,3,3,3,4,3,4,4,4,4,4,4,4,4,4,3,2,4,2,4,2,3,2,5,5,2,6,2,6,1,3,3,1,5,4,4,3,6,1,4,5,5,2,3,6,1,1,1,university student,humanities,235,not affected,4,4,4,5,3,6,6,3,4,3,4,2,3,4,4,6,2,1,2,1,2,1,1,1,1,2,2,1,1,1,2,2,2,2,1,1,2,not vegan,27,8,23,76,20,NA,45,59,85,77,11,63,16,129,37,475,9,3.3333333333333335,4,3.7142857142857144,2.857142857142857,3.4166666666666665,3.2857142857142856,4.25,3.4
1016,fb,6,6,6,6,6,6,1,6,6,6,6,5,5,1,6,4,5,4,4,5,6,1,2,2,2,3,1,3,3,2,2,2,1,6,4,5,6,6,2,5,5,6,3,5,1,6,5,university student,social_sciences,236,affected,4,4,5,6,5,6,6,3,6,5,4,3,2,4,3,5,1,1,2,1,1,2,1,2,1,2,1,1,1,1,2,2,2,2,1,1,1,not vegan,8,7,32,58,35,NA,73,65,76,73,14,36,16,148,10,478,6,6,4.5,5.142857142857143,4.857142857142857,2,4.642857142857143,4.75,3.2
1026,id,6,5,6,5,5,6,6,5,6,5,5,6,4,4,5,5,5,4,4,5,5,2,2,4,1,3,3,3,2,2,2,1,2,6,5,5,5,5,5,6,6,3,6,5,4,5,6,not_working_without_degree,NA,236,not affected,5,5,5,4,4,5,5,4,5,5,5,4,4,5,4,3,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,not vegan,35,15,4,77,40,29,59,53,91,63,18,83,22,78,38,539,9,5.5,5.125,5.285714285714286,4.714285714285714,2.25,5.142857142857143,4.75,4.4
1027,fb,5,5,6,6,6,5,6,5,5,5,6,6,5,5,4,3,4,4,4,4,4,4,3,4,4,3,3,2,3,2,2,3,3,5,5,5,5,6,4,5,5,5,4,5,4,5,5,working_with_degree,humanities,237,affected,3,3,3,3,4,5,5,5,5,4,3,2,3,3,3,4,1,1,2,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,1,1,1,not vegan,18,6,12,50,25,NA,55,66,113,102,13,70,18,123,7,524,6,5.5,5.375,5.428571428571429,3.857142857142857,3,4.857142857142857,3,2.8
1035,fb,5,5,5,5,4,4,5,5,4,4,3,3,4,5,3,1,4,3,2,3,5,3,1,1,2,3,2,4,3,1,1,3,3,6,3,6,2,4,1,6,6,5,2,5,1,6,6,university student,social_sciences,238,affected,5,5,3,5,4,6,6,4,5,4,4,3,3,4,4,8,1,2,2,1,2,2,1,2,1,2,2,1,1,1,2,2,2,2,1,1,1,not vegan,39,7,32,83,27,22,51,76,109,71,13,34,16,125,28,534,4,4.666666666666667,4.125,4.357142857142857,3,2.25,4.214285714285714,4.5,3.6
1038,fb,5,5,5,5,5,5,6,6,5,4,5,5,5,5,4,2,5,4,5,5,5,2,3,3,3,4,2,3,2,2,2,2,2,5,5,3,6,5,4,5,2,5,5,6,4,5,5,university student,engineering_sciences,239,affected,3,3,3,3,4,5,5,2,6,5,4,3,2,4,4,9,1,2,1,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,1,not vegan,99,717,23,47,29,7,35,34,61,48,8,62,13,102,16,367,6,5,5.125,5.071428571428571,4.285714285714286,2.5,4.642857142857143,3,3.4
1039,id,5,4,4,5,3,6,6,4,6,5,4,5,5,6,5,5,5,4,2,4,4,4,4,3,3,5,4,2,5,3,4,2,4,6,6,6,6,6,5,5,5,5,6,6,5,6,6,university student,social_sciences,240,not affected,5,4,4,4,3,5,6,2,5,3,3,3,3,3,4,6,1,2,2,1,2,2,1,2,1,1,2,1,1,1,1,2,2,2,1,1,2,not vegan,9,3,2,37,29,NA,99,77,118,78,17,51,23,124,26,531,5,4.5,5.125,4.857142857142857,4.142857142857143,3.5833333333333335,5.642857142857143,4.25,3.2
1040,fb,5,6,6,6,5,6,6,6,6,6,6,6,6,6,4,2,4,4,4,3,5,2,3,4,4,4,4,3,3,2,1,4,3,4,3,4,5,4,4,5,5,4,2,4,1,4,5,university student,social_sciences,240,affected,5,5,6,5,3,6,4,3,6,4,2,2,2,3,3,9,1,2,2,2,1,2,1,2,1,2,2,1,2,1,2,2,2,2,1,1,1,not vegan,23,17,12,62,46,55,74,87,95,89,11,46,17,173,29,594,9,5.666666666666667,6,5.857142857142857,3.7142857142857144,3.0833333333333335,3.857142857142857,5.25,2.4
1041,zp,5,5,5,5,6,5,5,5,6,5,6,6,6,6,6,5,6,6,4,5,6,1,3,3,4,2,2,2,2,1,1,3,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,university student,social_sciences,241,affected,5,5,5,3,2,5,5,2,5,4,3,3,4,4,3,3,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,1,1,1,not vegan,40,8,21,59,51,44,53,57,89,62,12,69,15,164,31,532,14,5.166666666666667,5.625,5.428571428571429,5.428571428571429,2.3333333333333335,6,4.5,3.4
1047,fb,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,3,5,2,1,5,5,1,5,2,2,5,4,6,5,5,4,1,2,4,2,3,4,1,1,3,4,4,2,4,1,4,4,working_with_degree,life_sciences,242,affected,3,3,3,3,4,4,4,4,5,3,2,2,2,2,2,6,1,1,1,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,1,1,1,not vegan,43,12,39,88,30,NA,62,78,99,81,11,179,16,122,23,683,10,4.833333333333333,5,4.928571428571429,3.7142857142857144,3.5,2.9285714285714284,3,2
1056,fbl,6,6,6,6,5,6,6,5,5,6,5,5,5,5,4,4,5,3,5,6,5,2,6,4,3,4,4,4,4,2,1,2,3,6,6,6,6,6,6,6,6,6,6,6,5,6,6,university student,social_sciences,243,not affected,4,3,4,4,3,6,6,5,5,6,2,1,2,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,not vegan,15,6,39,47,14,NA,48,35,52,45,10,51,9,109,11,350,11,5.833333333333333,5.25,5.5,4.571428571428571,3.25,5.928571428571429,3.75,1.4
1060,fbl,2,2,2,2,2,2,3,4,4,3,4,5,2,4,4,4,5,2,3,5,4,1,5,1,2,4,5,5,1,4,4,2,5,6,5,5,6,3,6,4,6,5,6,6,6,6,6,working_with_degree,social_sciences,244,not affected,5,5,3,4,4,4,5,4,4,4,4,4,4,4,5,5,1,2,1,2,1,2,1,1,1,1,2,1,1,1,2,2,2,2,1,1,2,not vegan,22,41,17,37,16,NA,54,38,48,37,7,39,12,63,17,305,7,2,3.625,2.9285714285714284,3.857142857142857,3.25,5.428571428571429,4.25,4.2
1063,fbl,5,5,5,4,3,4,3,3,4,4,6,6,5,5,3,2,3,3,3,3,3,5,4,5,5,6,3,5,6,4,1,5,4,4,5,5,3,5,2,4,6,5,6,5,1,3,2,working_without_degree,NA,245,not affected,3,4,3,3,1,5,6,4,5,5,5,4,4,5,5,7,1,1,2,2,2,2,1,1,1,1,2,1,2,2,1,2,2,2,1,1,2,not vegan,6,9,76,70,63,NA,101,75,82,99,14,93,26,128,21,699,5,4.333333333333333,4.5,4.428571428571429,2.857142857142857,4.416666666666667,4,3.25,4.6
1065,id,5,5,4,5,4,5,4,5,5,5,5,5,5,5,4,2,3,3,3,3,5,2,3,4,4,4,3,4,5,3,2,3,3,4,3,5,6,4,1,4,5,4,2,4,1,4,3,university student,life_sciences,245,affected,4,4,2,4,3,5,5,3,5,4,4,3,3,4,4,3,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,not vegan,4,6,25,47,29,NA,100,65,88,82,9,187,14,111,11,646,10,4.666666666666667,4.875,4.785714285714286,3.2857142857142856,3.3333333333333335,3.5714285714285716,3.5,3.6
